rev_id,worker_id,toxicity,toxicity_score,comment,year,logged_in,ns,sample,split
54260039.0,1922,1,-1.0,"NEWLINE_TOKENNEWLINE_TOKEN== My edits==NEWLINE_TOKENGot your message, but I do not quite get what you are refering to. Thank you. ",2006,True,user,blocked,dev
2238637.0,2085,0,1.0,"`NEWLINE_TOKENNEWLINE_TOKENHi. You moved List of African American composers to List of composers of African descent. African American is not at all the same thing as African, and American composers who are black would surely be a different list to composers who are African or of African descent. ``Composer`` doesn't imply ``American``. -  `",2004,True,user,random,dev
78074113.0,1128,0,0.0,"NEWLINE_TOKENNEWLINE_TOKEN::Node, I want to say sorry if you consider that I say to Jose as a personal attack against you. It was not my intention. Still no amount of consensus here would change anything on the Uighur or Hawaiian wiki, so I would suggest to move your argument there it matters - either to these wikis or to the Meta. I have no authorities over these places, so you have to go there by yourself. On English Wiki this argument is empty that does not help to build English-language encyclopedic content, you welcome  to keep civil discussion here but I would not tolerate any incivility here, not from you nor from Jose.  ",2006,True,user,random,test
25429532.0,2860,0,1.0,"NEWLINE_TOKENNEWLINE_TOKEN== Hi ==NEWLINE_TOKENNEWLINE_TOKENHi Husky. Just to let you know, This is actually  speaking, but I am logged out because for some reason I can't access my talk page when I'm logged in at the moment. I see you're sending anti-vandalism messages to the IP that I am using, Ipod's or something, please note that I am not vandalising anything, I assume it's someone else on this IP. I'm trying to ask an admin about my talk page issue, so please don't block this IP for the time being. If you could just aknowledge here, not my talk page for obvious reasons, I'd be grateful. Thanks ",2005,False,user,blocked,test
411987812.0,2751,0,1.0,"`NEWLINE_TOKEN== Your submission at Articles for creation ==NEWLINE_TOKEN Alex James (songwriter), which you submitted to Articles for creation, has been created. NEWLINE_TOKEN* Please continue making quality contributions to Wikipedia. Note that because you are a logged-in user, you can create articles yourself, and don't have to post a request.NEWLINE_TOKEN* If you would like to help us improve this process, please consider NEWLINE_TOKENThank you for helping Wikipedia!  `",2011,True,user,random,train
275194962.0,1859,0,1.0,"`, 5 March 2009 (UTC)NEWLINE_TOKENNEWLINE_TOKENThat wasn't an attack (ad hominem), that was constructive criticism.  There's a difference.  ``You're an idiot,`` is an ad hominem attack.  It is a baseless insult with no constructive intention.  ``Rubbish`` is an ad hominem attack.  There is nothing constructive other than an insult of another contributors work.  Telling fiddle they he or she has an ``arrogant obtuse attitude`` was constructive with the intention of advice on how to better deal with new posters.  ``Instead of posting rubbish`` is both an arrogant and insulting statement.  It did nothing to help me create a better article, OR give reasons why the SKK article was being deleted.  ``Rubbish`` is not an objective criteria.  ``This article has already been posted & debated`` is.  Of course this fact never was brought up until after the discussion was well out of hand.NEWLINE_TOKENNEWLINE_TOKENSecond, you cannot with any intellectual honesty characterize what I posted as ``vandalism.``  My repeated intention was to make a sincere contribution of a topic that I felt is important.  I was more than happy to discuss the merits of the article as evidenced by my fruitless attempt to use the ``hangon`` tag.  I literally barely had time to type a few words before the article was again deleted with absolutely zero discussion or valid justification.  NEWLINE_TOKENNEWLINE_TOKENI encourage ALL parties to go back and look at how this played out.  There was NO discussion other than threats & a dismissive suggestion to go play in your own sandbox.  Is this really how you want to run Wiki?  It is, after all, your playground, and you get to make the rules.  That's fine with me.  Maybe you really have dealt with too many vandals, and were quick to lump me in with whatever hooligans you may be used to dealing with.  If I really wanted to be a vandal, I could easily use an ip proxy to keep posting & causing trouble here.  There would be little that you could do about it, but that is not who I am.  I am an honest contributor who took exception to fiddles arrogant and insulting attitude.  We can disagree on that assessment, but don't expect me to get on my knees with some ``gee, I'm sorry`` obsequiesness just so I can join the cool kids club.NEWLINE_TOKENNEWLINE_TOKENMy advice to you is maybe you, fiddle & hiber might reconsider your knee jerk reactions & at least assume positive intent (see ``community`` heading above) & try a discussion that does not start with something along the lines of ``your work is rubbish.``   16:42`",2009,True,user,blocked,test
204243653.0,1261,0,1.0,"NEWLINE_TOKEN NEWLINE_TOKENwe cool, yeah? I improved the page.   ",2008,True,user,blocked,dev
530364126.0,1649,0,1.0,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN(  ) We do not represent Amble, we are merely an independent website promoting the town which I believe does nit violate your policy - however another person who has removed the link to our website on several occasions (maliciously we believe) is employed by a Quango and has edited the page on several occasions adding links to their websites.",2012,True,user,random,train
166692837.0,796,0,0.0,"NEWLINE_TOKEN::::::::It's quite simple: if a reliable source refers to Ms. Dunin as an amateur cryptographer, then, so far as we're concerned, she is. It's completely inappropriate to create a category for the purpose of downgrading anyone's achievements. If someone doesn't have a particular credential, the solution is to refrain from stating that they do.NEWLINE_TOKENp.s. if Kryptos was such child's play, why had no one else solved it? ",2007,True,article,blocked,train
399246889.0,1035,0,0.0,NEWLINE_TOKEN: The consensus has been cited. At this stage it is up to you to look at it.   ,2010,True,article,blocked,dev
548583177.0,1378,0,0.0,NEWLINE_TOKENNEWLINE_TOKEN==April 2013==NEWLINE_TOKENSorry.  Won't happen again.  I'm new and wasn't aware.NEWLINE_TOKEN  ,2013,True,user,blocked,dev
554591121.0,3125,0,0.0,NEWLINE_TOKENNEWLINE_TOKENTalk pages are for discussions relating to article content - they are not a forum for general discussion on the subject. Off-topic material may be deleted.   ,2013,True,user,blocked,train
322762092.0,3824,0,0.0,"NEWLINE_TOKEN::So now you have to have edited the article to know what it looked like for the last year before these changes were made?  I can read, is that so bad?   ",2009,False,article,random,dev
504019992.0,2443,0,1.0,"`NEWLINE_TOKEN:Regarding the 100 grand, I'm not sure ``salary`` is the correct word.  The source doesn't use that word: ``And Romney's state financial disclosure forms indicate he earned at least $100,000 as a Bain executive� in 2001 and 2002, separate from investment earnings.`` He still gets money from Bain separate from investment earnings, as this Wikipedia article describes: ``a passive profit share as a retired partner in some Bain Capital entities, including buyout and investment funds.[73][89] Because the private equity business continued to thrive, this deal brings him millions of dollars in annual income.``  `",2012,False,article,blocked,train
287017168.0,3880,0,0.0,"`NEWLINE_TOKEN{| style=``background-color:#ddcef2; padding:0;`` cellpadding=``0``NEWLINE_TOKEN|style=``border:1px solid #000000; background-color:#ddcef2; vertical-align:top; color:#000000;``|NEWLINE_TOKEN{| width=``100%`` cellpadding=``0`` cellspacing=``5`` style=``vertical-align:top; background-color:#ddcef2; padding:0;``NEWLINE_TOKEN|  Hello, ! Welcome to Wikipedia! Thank you for  to this free encyclopedia. We're so glad you're here! If you decide that you need help, check out Getting Help below or place  on your talk page and ask your question there. Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your username and the date. If you would like to play around with your new Wiki skills, the sandbox is for you. Finally, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement. Happy editing! —    NEWLINE_TOKEN|}NEWLINE_TOKEN{| width=``100%`` style=``background-color:#ddcef2;``NEWLINE_TOKEN|style=``width: 55%; border:1px solid #ddcef2; background-color:#ddcef2; vertical-align:top``|NEWLINE_TOKEN{| width=``100%`` cellpadding=``0`` cellspacing=``5`` style=``vertical-align:top; background-color:#ddcef2``NEWLINE_TOKEN! Getting startedNEWLINE_TOKEN|-NEWLINE_TOKEN|style=``color:#000``|NEWLINE_TOKEN* A tutorial • Our five pillars • Getting mentoredNEWLINE_TOKEN* How to: edit a page • upload and use imagesNEWLINE_TOKEN|-NEWLINE_TOKEN! Getting helpNEWLINE_TOKEN|-NEWLINE_TOKEN| style=``color:#000``|NEWLINE_TOKEN* Frequently asked questions • TipsNEWLINE_TOKEN* Where to ask questions or make commentsNEWLINE_TOKEN* Request administrator attentionNEWLINE_TOKEN|-NEWLINE_TOKEN! Policies and guidelines NEWLINE_TOKEN|-NEWLINE_TOKEN| style=``color:#000``|NEWLINE_TOKEN* Neutral point of view • No original research NEWLINE_TOKEN* Verifiability • Reliable sources • Citing sourcesNEWLINE_TOKEN* What Wikipedia is not • Biographies of living personsNEWLINE_TOKENNEWLINE_TOKEN* Manual of Style • Three-revert rule • Sock puppetryNEWLINE_TOKEN* Copyrights • Policy for non-free content • Image use policyNEWLINE_TOKEN* External links • Spam • VandalismNEWLINE_TOKEN* Deletion policy • Conflict of interest • NotabilityNEWLINE_TOKEN|-NEWLINE_TOKEN|}NEWLINE_TOKEN|class=``MainPageBG`` style=``width: 55%; border:1px solid #ddcef2; background-color:#ddcef2; vertical-align:top``|NEWLINE_TOKEN{| width=``100%`` cellpadding=``0`` cellspacing=``5`` style=``vertical-align:top; background-color:#ddcef2``NEWLINE_TOKEN! The communityNEWLINE_TOKEN|-NEWLINE_TOKEN|style=``color:#000``|NEWLINE_TOKEN* Build consensus • Resolve disputesNEWLINE_TOKEN* [[Wikipedia:Assume good faith|Assume good fa",2009,True,user,random,test
645249561.0,2112,0,0.0,"NEWLINE_TOKENHi, Б.Идэрбат, and welcome to Wikipedia! I hope you like the place and decide to stay. Here are some pages that you might find helpful:NEWLINE_TOKENNEWLINE_TOKEN*Introduction to WikipediaNEWLINE_TOKEN*The five pillars of WikipediaNEWLINE_TOKEN*How to edit a page and How to develop articlesNEWLINE_TOKEN*How to create your first article NEWLINE_TOKEN*Simplified Manual of StyleNEWLINE_TOKENNEWLINE_TOKENPlease remember to sign your messages on talk pages by typing four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on , or ask your question on this page and then place {{help me}} before the question.NEWLINE_TOKENNEWLINE_TOKENHowever, there is a small issue with your username. As it is in a non-Latin alphabet script it may not display correctly for many other users. Although usernames like yours are not prohibited, Wikipedia's  signature guideline and username policy encourage you, as a courtesy to other users, to alter your signature so that it also includes a transliteration of your username using Latin characters, so others can see it correctly. For the how-to of tailoring your username, please see WP:CUSTOMSIG.NEWLINE_TOKENNEWLINE_TOKENThanks, and feel free to message me about anything.NEWLINE_TOKENNEWLINE_TOKENترجمة |NEWLINE_TOKENթարգմանություն |NEWLINE_TOKENtərcümə |NEWLINE_TOKENпераклад |NEWLINE_TOKENঅনুবাদ |NEWLINE_TOKENпревод |NEWLINE_TOKEN翻译 |NEWLINE_TOKENთარგმანი |NEWLINE_TOKENμετάφραση |NEWLINE_TOKENઅનુવાદ |NEWLINE_TOKENתרגום |NEWLINE_TOKENअनुवाद |NEWLINE_TOKEN翻訳 |NEWLINE_TOKENಅನುವಾದ |NEWLINE_TOKENបកប្រែ |NEWLINE_TOKEN번역 |NEWLINE_TOKENການແປພາສາ |NEWLINE_TOKENпревод |NEWLINE_TOKENभाषांतर करणे] |NEWLINE_TOKENترجمه |NEWLINE_TOKENперевод |NEWLINE_TOKENпревод |NEWLINE_TOKENமொழிபெயர்ப்பு |NEWLINE_TOKENఅనువాద |NEWLINE_TOKENการแปล |NEWLINE_TOKENпереклад |NEWLINE_TOKENdịch |NEWLINE_TOKEN |NEWLINE_TOKENיבערזעצונג  ",2015,True,user,random,train
257794957.0,2451,0,1.0,NEWLINE_TOKENNEWLINE_TOKENI was staring to but shut down by a moderator who did not sign or explain the deletions as a modertor.  The method of doing business seems to need changing.  Had you said you were the moderator I would have entered into discussion before adding it back. There are many who apoose insurance patents.,2008,True,user,blocked,train
627495123.0,637,0,0.0,"NEWLINE_TOKENNEWLINE_TOKEN== Sacramento Comedy Spot ==NEWLINE_TOKENNEWLINE_TOKENHello! NEWLINE_TOKENNEWLINE_TOKENI am about to start my first article (yay!) and have been a contributor for many years.NEWLINE_TOKENNEWLINE_TOKENI see that you deleted an article about The Sacramento Comedy Spot last year, so I am writing you to inform you that this is the page I am working on. I do not know the content of the previous page, so I do not know the extent of the sources and evidence to show notability. I am confident that this subject is both notable and that I can demonstrate it.NEWLINE_TOKENNEWLINE_TOKENThoughts?NEWLINE_TOKENNEWLINE_TOKENThank you!   ",2014,True,user,random,test
629284482.0,1929,0,1.0,"NEWLINE_TOKENNEWLINE_TOKEN::Oh, and you might want to consider using  with  in future; that seems to have superseded the #tag:ref construct for footnotes. I see that you've picked up on what appear to be fairly recent changes to the cite parameters: the addition of the subscription= field is particularly useful for quality articles, where previously I found myself having to use . Anything that reduces the amount of misplaced brackets I have to fix is progress! -   ",2014,True,article,blocked,train
658940870.0,1535,0,1.0, he is iran national team vooleyball palayer so he is famous |,2015,True,user,random,train
190096574.0,2098,0,1.0,"`NEWLINE_TOKENNEWLINE_TOKEN==Image:Nswrl_1988.jpg==NEWLINE_TOKENI have tagged Image:Nswrl_1988.jpg as a disputed use of non-free media, because there is a concern that the rationale you have provided for using this image under ``fair use`` may be invalid. Please clarify your fair use rationale on the image description page. Thank you.    `",2008,True,user,random,train
109852186.0,2063,1,-2.0,You like ASS COCK!!!!NEWLINE_TOKENNEWLINE_TOKEN,2007,False,article,blocked,train
475411050.0,367,0,0.0,"Support - This has developed into more than an uprising, how much blood has to spill before the folks who oppose the name change can call this a war? Reports from CNN that 46 people were killed on Monday. As we discuss this, the Syrian Armed forces (Army, Republican Guard, etc.) are trading hot rounds of lead with the Free Syrian Army. Also, a neighborhood was shelled and snipers continue hunt activists like they're animals. I read from Yahoo News that 9 soldiers from the Syrian Army (pro-Assad) were killed and many more wounded, the same day 46 others (anti-Assad) were killed. Therefore it's clear there has become a constant exchange in gunfire and violence overall. I think you can either call this a Civil War or perhaps a Revolution, but it's quite clear (to me at least) that the uprising is over and Syria is now a war zone. After months of violence that ranged from smaller domestic disurbances to riots with people being killed, the United States decides to close their embassy and get all of their diplomats out of the country. Why now and not earlier? This is another sign that things are getting worse. I believe the United States has enough intelligence in the country to know what's going, war has started and it was time for the U.S. to get any Americans in the country out of harms way.   NEWLINE_TOKENNEWLINE_TOKEN",2012,True,article,random,test
285232727.0,2729,0,0.0,"`Hm.  I see that the purging of ``original research`` from the ``Characteristics`` section (some of which I contributed) has resulted in the impression that Vance was mainly a mystery writer, who also wrote some SF and fantasy.NEWLINE_TOKENNEWLINE_TOKENWay to go, folks.  If reporting facts about what's in the books is ``original research,`` then I'm not sure why we have a list of the titles, since someone apparently had to ``research`` those.  Etc.    NEWLINE_TOKENNEWLINE_TOKEN`",2009,True,article,random,dev
194304955.0,3664,0,1.0,"NEWLINE_TOKENNEWLINE_TOKEN== Terrorist threat ==NEWLINE_TOKENSee 2000 Amarnath pilgrimage massacreNEWLINE_TOKENNEWLINE_TOKENThe cave is situated at a place where Kashmiri extremists have been very active recently and thus the pilgrimage is under the constant threat of terrorist attack. However, many pilgrims still continue to brave the attacks and visit the shrine each year. There were a number of terrorist attacks in the recent past and dozens of pilgrims die in them every year.NEWLINE_TOKENNEWLINE_TOKEN==References==NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== External links ==NEWLINE_TOKEN*The temple's homepage managed by the temple trustNEWLINE_TOKEN*Amarnath Virtual Tours with GalleryNEWLINE_TOKEN*Jammu and Kashmir tourism pageNEWLINE_TOKEN*About.com articleNEWLINE_TOKEN*News article regarding 2006 journey commencementNEWLINE_TOKEN* NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENCategory:Indian architectureNEWLINE_TOKENCategory:Hindu cave templesNEWLINE_TOKENCategory:Shiva templesNEWLINE_TOKENCategory:Hindu temple architectureNEWLINE_TOKENNEWLINE_TOKENde:AmarnathNEWLINE_TOKENeo:AmarnathNEWLINE_TOKENhi:अमरनाथNEWLINE_TOKENnew:अमरनाथ",2008,True,user,random,train
106112813.0,2474,0,0.0,"`NEWLINE_TOKEN{| style=``background-color:#F5FFFA; padding:0;`` cellpadding=``0``NEWLINE_TOKEN|class=``MainPageBG`` style=``border:1px solid #084080; background-color:#F5FFFA; vertical-align:top; color:#000000; font-size:85%``|NEWLINE_TOKEN{| width=``100%`` cellpadding=``0`` cellspacing=``5`` style=``vertical-align:top; background-color:#F5FFFA; padding:0;``NEWLINE_TOKEN! Hello Igirisuotoko! Welcome to Wikipedia! Thank you for . If you decide that you need help, check out Getting Help below, ask me on my talk page, or place {{helpme}} on your talk page and ask your question there. Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your name and the date. Finally, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement. Happy editing!  NEWLINE_TOKEN|}NEWLINE_TOKEN{| width=``100%`` style=``background-color:#F5FFFA;``NEWLINE_TOKEN|class=``MainPageBG`` style=``width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top``|NEWLINE_TOKEN{| width=``100%`` cellpadding=``0`` cellspacing=``5`` style=``vertical-align:top; background-color:#F5FFFA``NEWLINE_TOKEN! Getting startedNEWLINE_TOKEN|-NEWLINE_TOKEN|style=``color:#000``|NEWLINE_TOKEN* Wikipedia tutorial • The five pillars of WikipediaNEWLINE_TOKEN* How to: edit a page • upload an imageNEWLINE_TOKEN|-NEWLINE_TOKEN! Getting helpNEWLINE_TOKEN|-NEWLINE_TOKEN| style=``color:#000``|NEWLINE_TOKEN* Frequently asked questionsNEWLINE_TOKEN* Where to ask questions or make commentsNEWLINE_TOKEN* Request administrator attentionNEWLINE_TOKEN|-NEWLINE_TOKEN! Policies and guidelinesNEWLINE_TOKEN|-NEWLINE_TOKEN| style=``color:#000``|NEWLINE_TOKEN* Neutral point of view • Reliable sourcesNEWLINE_TOKEN* Verifiability • Citing sources • No original researchNEWLINE_TOKEN* What Wikipedia is not • Biographies of living personsNEWLINE_TOKENNEWLINE_TOKEN* Manual of Style • Three-revert rule • Sock puppetryNEWLINE_TOKEN* Copyrights • Fair use • Image use policyNEWLINE_TOKEN* External links • Spam • VandalismNEWLINE_TOKEN* Deletion policy • Conflict of interest • NotabilityNEWLINE_TOKEN|-NEWLINE_TOKEN|}NEWLINE_TOKEN|class=``MainPageBG`` style=``width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top``|NEWLINE_TOKEN{| width=``100%`` cellpadding=``0`` cellspacing=``5`` style=``vertical-align:top; background-color:#F5FFFA``NEWLINE_TOKEN! The communityNEWLINE_TOKEN|-NEWLINE_TOKEN|style=``color:#000``|NEWLINE_TOKEN* Building consensus • Resolving disputesNEWLINE_TOKEN* Assume good faith • Civility • EtiquetteNEWLINE_TOKEN* No personal attacks • No legal threatsNEWLINE_TOKEN* Community Portal • [[",2007,True,user,random,train
359085480.0,2335,0,0.0," April 2010 (UTC)NEWLINE_TOKENNEWLINE_TOKEN::: Yes, I am!  But I'm not going to spend any more time on it.   16:36, 29",2010,True,article,random,train
468216225.0,984,1,-1.0,"NEWLINE_TOKEN::(ONLY IF YOU REPORTED ME), then you can kiss my ass you fucken bitch.   ",2011,True,article,blocked,train
372823006.0,1879,0,0.0,NEWLINE_TOKENNEWLINE_TOKEN:Why? The horse is very far from dead.   ,2010,True,user,blocked,train
31296078.0,3435,0,0.0,"NEWLINE_TOKENNEWLINE_TOKENI understand the point, but many if not most of those cogizant of the issue do not believe it has been proved beyond a reasonable doubt and many observers believe the opposite. I am not declaring them to be correct, but they are a formitable group that should be noted in the debate by qualifying a key statement.  ",2005,False,article,blocked,test
457224209.0,338,0,1.0,NEWLINE_TOKENNEWLINE_TOKEN== WILNO ==NEWLINE_TOKENNEWLINE_TOKENWILNO IS A POLISH CITY. GIVE IT BACK TO POLAND.   ,2011,False,article,blocked,train
10566071.0,2743,0,0.0,"`NEWLINE_TOKENNEWLINE_TOKEN::1) I didn't say ``one short sentence would be appropriate``, I said ``so a small sentence on it is relevant``.NEWLINE_TOKEN:: 2) I accept that this point is correct, however, the article mentions that ``Creationist beliefs may be based on creationist theology, creation science, or a combination of both`` therefore making this criticism completely relevant to the article. Equally, the further criticism of 'creation science' could be applied more widely to creationism as a whole. I am referring here to the sentence, ``Science uses the scientific method to systematically comprehend reality as it is, whereas 'creation science' begins with an assumption and attempts to find evidence or twist facts to support this original assumption.``NEWLINE_TOKEN::3 )It is more a critical approach towards creationism, rather than simply 'creation science' that I am advocating. This article is misleading in that it appears to add totally equal merit to both creationism and evolution. While this may appear to be in the interests of NPOV, the reality is that the actual evidence for evolution is so hugely overwhelming, that to give an impression of equal validity is itself a bias point. Sorry, but the evidence for evolution is overwhelming, creationism is a pseudo-science of no real merit, and this should be quite clear in the article. I accept that an argument putting forward the 'credentials' of creationism is fair and should be included, but the argument against it should not be tamed in to give the ostensible appearance of neutrality.  `",2005,True,article,random,train
